Question,Answer,Category,polarity
商品是密封的吗？,是的盖子上有个封条,包装,1
这个送过来有漏吗,没有，完好无损,包装,1
天天洗澡的人，用这款伤皮肤吗,我也是天天洗澡不会觉得干燥,不良反应,1
头发干燥好用不,不好用,适用性,-1
孕妇可以用吗？,可以用的,适用性,1
这款用久了会不会有不好的效果,不会，很好用，洗完脸不紧绷,不良反应,1
这个男的用可以吗？,都可以用啊,适用性,1
我用着有点掉头发，你们也是吗,我掉的很严重,不良反应,-1
去不去头皮屑啊？亲吗？去屑肿么样？？????,如果头皮屑很多建议买专门去头皮屑的,功能,0
大油皮可以用这个吗？之前用皂基脸部发红,可以啊,适用性,1
味道会不会很香，之前在超市闻过绿色溪谷的橙花沐浴露的味道，也很好闻。,幽恋魅肤香味稍微浓些,味道,1
大家们现在收到的洗发水，瓶嘴按压处会漏液漏出洗发水吗？,没有遇到过,包装,1
能洗脸用吗,洗头洗澡，味道好闻就是一头不顺滑,功能,0
头发很油用合适吗,好像不适用,适用性,-1
可以用来洗澡吗，洗完澡有香味吗？,随便你怎么用,功能,1
这个套装夏天用会不会太黏腻了？,洗了很干燥,适用性,-1
这个洗发水去屑效果怎么样好不好用？,我没有头皮屑，就是买来控油的，使用感还不错,效果,0
油性发质第二天就油的那种，用这个控油吗,一般般,功能,0
陌生人你好，我想问一下这个洗发水青少年可以用吗？可以阻止掉发吗？,没有用，一样掉,功能,-1
洗了还会不会掉头发,没有一点效果,功能,-1
亲们效果怎么样啊油性发质推荐买吗？,一般,效果,0
这款力士小苍兰沐浴露，会假滑，好像冲不干净吗？,没有吧,易冲洗,0
孩子可以用不？,小孩子还是不要用吧,适用性,-1
洗完身上会滑溜溜的吗,会，难清洗,易冲洗,-1
冲洗后还效果吗？,有一点,效果,0
控油止痒吗,控油效果不错,功能,1
请问新生儿能用吗,可以,适用性,1
长了痘痘很多粉刺这个洗面奶好用吗？,有痘痘可以用这个洗脸，但是痘痘是洗不掉的。,效果,-1
适合油皮的用吗,我就是挺适合的一直用这个,适用性,1
美白明显吗,没有美白效果，这是沐浴露,效果,-1
洗了之后真的会duangduangduang吗？,我用着脱发,效果,-1
这个好不好用啊，味道怎么样,好闻,味道,1
防脱吕有效果吗？,有的,效果,1
头发干燥能用吗？也掉头发,干发不适合越用越干,适用性,-1
使用后，会出现掉发问题吗,不会，好用,不良反应,1
感觉不是正版，和以前用过的450ml不一样，洗完很干燥，太干了,反正不好用，干干的,不良反应,-1
防脱吗控油吗,用了头皮巨痒。质量肯定有问题。,功能,-1
用了会不会起头皮屑？,我用了就没有啊！,不良反应,1
你们用这洗面奶有没有长脂肪粒,已经用了快一瓶了！没有脂肪粒。会不会是因为化妆品营养过剩才长脂肪粒,不良反应,1
好用吗？用了头痒吗,不痒，香味很浓！,不良反应,1
头皮痒用这款有用吗,用了半瓶了，我觉得还可以。,效果,0
味道会不会很大,还好，淡淡的香,味道,0
这个味道有种小孩吐奶后的那种酸臭味，大家的也一样吗？闻着想吐,没有吧,味道,1
为啥我用了会长痘，看网上说里面有两种致痘成分，你们用了长痘吗,不长痘，很温和,不良反应,1
掉头发吗？,看你自己,不良反应,0
洗完会干紧绷吗？,不会，香味也挺好闻,不良反应,1
女士可以用吗？,男女都行，我感觉,适用性,1
会不会让汗毛变浓密？,不会,不良反应,1
有什么送的？,送一大瓶沐浴露，还有两个小瓶,赠品,1
头发干燥能用吗？也掉头发,这个是女士适用的,适用性,0
去屑怎么样，,还可以，普普通通不是特别出彩,效果,0
可以减少黑头、痘痘吗？,还好,功能,0
有泡沫么,有泡沫，我觉得还算丰富，推荐喜欢氨基酸洗发水的集美入,质地,1
可以给宝宝洗脸卸防晒吗,涂了防晒我都会用它洗脸，但是用一点点没有啥不好的影响。本来也是无刺激的。,功能,0
你们用这个没有颗粒感嘛为什么我刚开始用就有颗粒感,有,质地,-1
销量不高，为啥我看到他在前五，而且，好用吗？评价里面挺多说买的评价？有真实评价说一下嘛？,非常好,效果,1
一天不洗头，头发就油，头皮痒用这个有效果吗？,个人头发不同，油性度也不同，我们长期用觉得可以吧，你试试咯,效果,0
为什么我用了没几次就开始长痘已经很久没用这个洗面奶了痘还是有点,或许是过敏？换个牌子试试，我用好几年了没什么问题,不良反应,1
初生婴儿可以用吗,可以用的,适用性,1
男士可以用吗,我一直在用,适用性,0
这个儿童能用吗,最好买儿童专用的,适用性,0
我头发很油，发量多，头皮屑多。这个适合我嘛,油头别用这个，这个不控油，我一个白天就出了不少油,适用性,-1
这个味道怎么样,味道非常好闻，不是很刺鼻，我非常喜欢,味道,1
这个洗面奶洗脸时进入眼镜会刺痛吗？,刺激眼睛,不良反应,-1
这个男的脸上有痘痘可以用吗？,可以,适用性,1
可以止痒吗？很痒可以止痒吗？？？,我是跟海飞丝的换着用，一次用一种，挺好的，没感觉痒,功能,1
这款香味怎么样,香味挺久的，清香型的,味道,1
为啥扫条形码扫不出开这个商品呢？是正品吗,肯定是正品啊，这是旗舰店,认证产品,1
孕妇能用吗？,应该可以吧。,适用性,1
味道大不大阿,挺好闻的，淡淡的清香,味道,1
孕妇能用吗,我怀孕就是用的这个,适用性,0
洗完了会假滑吗？是不是和香皂一样洗完了身体不会滑滑的呀？,不会的，很容易冲洗,易冲洗,1
沐浴露好用吗,很不错一直用这个牌子的不会有那种油滑油滑的感觉很清爽,效果,1
这个套装夏天用会不会太黏腻了？,以前也有用过他们家产品，感觉还好,适用性,0
你们家宝宝洗完头，会掉发吗？,我家是用不用这个都会掉发，感觉跟洗发水没关,不良反应,0
抑制细菌时间是多久啊,只是沐浴露而已还想怎样,效果,0
原本脸上有很多痘的话能用这款洗面奶吗？,用了长闭口，皮肤屏障受损，别用，敏感发红那些别用,适用性,-1
油性头发能不能用这个,可以的,适用性,1
这个祛痘效果怎么样求用过的哥哥姐姐说一下,没有祛痘功效,效果,-1
这个掉发有明显改善吗,没有快一个月了掉发还是掉的很厉害,效果,-1
可以控油的吗,还行吧,功能,0
这个洗发水女生用好用吗,好用,适用性,1
是正品的吗？香味持久吗？能多持久？,挺好可以,认证产品,1
柠檬味应该是比较清新的吧？已选购了一瓶澳雪山茶花沐浴露，朋友说味道清新，想再买瓶其他味的,西柚不错,味道,0
去头屑明显吗？,还可以,效果,0
这款早晨适合用吗？,早晚都可,适用性,1
用过亲，这洗发水咋样,9岁的男娃，以前头皮有点痒，用了感觉还可以,效果,-1
有没有宝宝洗完头皮特别痒，还酸臭酸臭的,没有,不良反应,1
日期是新的么？之前买的到今年九月就到期了也不提示临其产品,我的2023年到期,有效期,0
哺乳期孕妇能用吗,不能，孕妇有专用的，这个品牌不适合,适用性,-1
这款洗发水为啥这么油！不是适合油性发质嘛，洗完第二天就油到不行！,还可以的，估计还是你自身因素。,适用性,0
男士也可以用么？去屑去油效果怎么样？,很好男女通用,适用性,1
桃叶的含香精，新生儿可以用吗？,应该没事，这就是给婴儿用的,适用性,0
洗完感觉跟打了蜡一样大家会吗,不会呀，洗完皮肤滑滑的,易冲洗,1
用了掉头发吗,不掉啊,不良反应,1
有人用了背上长痘痘吗？,没有这种情况,不良反应,1
能洗掉安耐晒之类的防水的防晒霜吗,可以的，洗得很干净,清洁力,1
可以去角质层吗,不可以，清洁用的去油，洗完面部很舒服。,功能,-1
大油皮可以用这个吗？之前用皂基脸部发红,还行吧。,适用性,0
我皮肤比较油，这款去油吗？,这个还不错吧，我家老公背油，每次都用去油洗面奶洗背,功能,0
哺乳期可以用吗,可以,适用性,1
对鸡皮肤有效果吗,一下看不出来,效果,0
适合夏季吗？,秋冬季节更适合,适用性,0
你们都有包装吗,有的,包装,1
为什么有股蜡烛味儿？,刚开始用的时候我觉得有点怪味，后来就习惯了，没有气味就是这样的,味道,0
适合油皮吗？(男生),适合,适用性,1
味道好闻吗,还行吧,味道,0
你们这个能用多久是不是用久了味也变了我的是你们的呢,5个人用2月不到,使用寿命,0
止痒有效果吗？,个人用了觉得可以，用了之后头皮不会痒,效果,1
为什么之前买的洗头发后很顺滑，这次感觉冲水时头发像打结一样？你们会吗？,洗完感觉，没洗干净，还是油,不良反应,-1
可以去头屑吗,效果一般吧，洗完还会有一点头皮屑,功能,0
可以当做清洁面膜？,不可以,功能,-1
请问购买菁纯的油发们控油效果好吗,控油效果还是不错的。,效果,1
味道怎么样呢？,挺好的,味道,1
洗完头皮屑多吗,不会啊，控油效果还行吧，没有出现头皮屑和痒的情况,不良反应,1
会留香吗,会，淡淡的，不持久。适合不喜欢浓香的朋友。,效果,-1
这个去油控油效果好吗，背上爱起小疙瘩。麻烦用过的朋友提提感受。,不错,效果,1
这款男士用控油效果怎么样,给我男朋友买的，我用了一次，还可以吧，挺清爽,效果,0
才出生的宝宝可以用嘛,我就是买来给刚出生宝宝用的,适用性,1
干性皮肤适合吗？,适合，不干,适用性,1
对脸上的痘痘有效果吗？,有效果，不是很显著,效果,0
薰衣草味好闻吗,好闻,味道,1
看了差评说洗完巨痒，真的很痒吗,没有，我用了绿瓶好用，洗完头皮呼吸的轻松感，白瓶蓬松的那款洗完一天会有头皮屑,不良反应,1
这款是夏天用的吗,是的味道不错,适用性,1
持久留香吗,水一冲就没味了,效果,-1
宝宝用了起头皮屑，还很多，小手一直挠,我家用了也是好多头皮屑部分头发感觉还被电坏了的感觉,不良反应,-1
轻微痘痘，轻微油性皮肤，男生用起来怎么样？,我儿子用着挺好,适用性,1
沐浴露干燥吗？会不会假滑,不干燥，不会假滑，洗完很舒服,不良反应,1
兄弟们刚买，怎么样，800＋差评有点慌,不咋滴,效果,-1
排浊的洗完会不会很干?秋冬季节皮肤比较干，介绍跟评论都说润肤,这个不会干，用完后皮肤很润，也不假滑,不良反应,1
有去屑止痒的吗？,有的,效果,1
我晚上洗头早上就不柔顺头发还有点硬此款洗发水能解决这个吗？,不好用，洗完第二天就痒死了,功能,-1
洗发水去头屑吗,头皮发麻,效果,-1
用过后会不会干涩，柔顺嘛,中规中矩吧,不良反应,0
刺激头发掉落吗,不会的，放心买,不良反应,1
洗完头发会很干燥吗？,不会,不良反应,1
这算是洗面奶吗男生用可以吗,是洗面奶啊！可以用,适用性,1
长痘吗背后,背后长痘，这款不能祛痘,不良反应,0
包装有封膜吗？是不是正品？,包装很好，是正品,包装,1
这款去头屑效果好吗？总熬夜,当然可以！,效果,1
山茶花的味道浓吗？味道容易消失吗？,味道淡淡的，保持一天没问题。,效果,0
就是一般可以用多久,很经用，每次用量很少,使用寿命,0
为什么我用了这个，虽然蓬松了，但是巨痒,第一次用到一款让我想把头皮挠破的洗发水,不良反应,-1
大家好，请问适合偏油性皮肤使用吗？,适合,适用性,1
味道怎么样呢？,根据个人喜欢。,味道,0
这女生可以用不,男女都可以,适用性,1
可以拿来洗碗的吗？,不可以,功能,-1
适合干皮吗姐妹们,我就是干皮用了四年了,适用性,1
这款开封后6个月就要用完吗？用不完怎么办。。,用不完继续啊没多大问题吧,有效期,0
适合几个月大的宝宝使用吗,我家宝宝出生就用了,适用性,1
